key,alt,answer,audio
甚,"shèn (甚, 甚)","muchly, extremely, very, bally, assai, more, what, more than , molto, greatly",top2/518.mp3
可惜,"kěxí (可惜, 可惜)","it's a pity, unfortunately, it's too bad",top2/519.mp3
把,"bǎ (把, 把)",m.[general],top2/520.mp3
醫學,"yīxué (醫學, 医学)","medicine, practice of medicine, medical science, leechcraft, physic, iatrology, medical",top2/521.mp3
輸入,"shūrù (輸入, 输入)","import, input",top2/522.mp3
百,"bǎi (百, 百)","cent, centum, century, hundred, det.: hundred",top2/523.mp3
型態,"xíngtài (型態, 型态)",format,top2/524.mp3
道理,"dàolǐ (道理, 道理)","thread, principle, the right way, theory, reason, argument, sense, order, truth, rationality",top2/525.mp3
愈來愈,"yūláiyū (愈來愈, 愈来愈)","even more, more_and_more, more and more",top2/526.mp3
色彩,"sècǎi (色彩, 色彩)","hue, tincture, palette, tint, blazonry, leavening, tinct, grain, color, shade",top2/527.mp3
歌,"gē (歌, 歌)",song,top2/528.mp3
現實,"xiànshí (現實, 现实)","reality, actuality",top2/529.mp3
婚姻,"hūnyīn (婚姻, 婚姻)","connubiality, wedlock, marital, union, marriage, married couple, matrimonial, match, man and wife, matrimony",top2/530.mp3
地球,"dìqiú (地球, 地球)","the earth/globe, globe, world, Earth, ball, terrene, earth, the globe, the earth",top2/531.mp3
指導,"zhǐdǎo (指導, 指导)","guide, direct",top2/532.mp3
架構,"jiàgòu (架構, 架构)","construction, framework",top2/533.mp3
進口,"jìnkǒu (進口, 进口)",import,top2/534.mp3
論文,"lùnwén (論文, 论文)","disquisition, memoir, paper, discourse, theme, treatise, thesis, article, tractate, dissertation",top2/535.mp3
出國,"chūguó (出國, 出国)",go abroad from one's own country,top2/536.mp3
商品,"shāngpǐn (商品, 商品)","article, product, merchandise, commodity, wares, ware, goods",top2/537.mp3
市長,"shìzhǎng (市長, 市长)","alcalde, city manager, mayor, portreeve, mayoral, civic leader, provost, civil leader, burgomaster",top2/538.mp3
分為,"fēnwéi (分為, 分为)","divide ... into, fall_into, divide into",top2/539.mp3
夢,"mèng (夢, 梦)",dream,top2/540.mp3
以前,"yǐqián (以前, 以前)","langsyne, ago, in the past, formerly, prevenient, before, previously",top2/541.mp3
恐怕,"kǒngpà (恐怕, 恐怕)",perhaps,top2/542.mp3
死亡,"sǐwáng (死亡, 死亡)",be dead/doomed,top2/543.mp3
哥哥,"gēgē (哥哥, 哥哥)","big brother, elder brother, big_brother",top2/544.mp3
檔案,"dǎngàn (檔案, 档案)","data file, documentation, record, archive, archives, file, dossier",top2/545.mp3
滿意,"mǎnyì (滿意, 满意)","satisfy, well pleasing, pleased, satisfied",top2/546.mp3
滿,"mǎn (滿, 满)","det.: entirely,  wholly",top2/547.mp3
可愛,"kěài (可愛, 可爱)","lovable, likeable, lovely",top2/548.mp3
上海,"shànghǎi (上海, 上海)",Shanghai,top2/549.mp3
休閒,"xiūxián (休閒, 休閒)",lie fallow,top2/550.mp3
有趣,"yǒuqù (有趣, 有趣)","merry, fascinating, interesting, fun, amusive, comic, amusing",top2/551.mp3
職業,"zhíyè (職業, 职业)","metier, vocation, iceman, mystery, engagement, work, walk of life, employment, job, occupational group, ploy, craft, trade, avocation, employ, racket, pursuit, profession, situation, line, occupation, position, calling, walk_of_life, career, billet, duty, living, shop",top2/552.mp3
說法,"shuōfǎ (說法, 说法)","way of saying sth., wording, formulation, statement, version, argument",top2/553.mp3
英文,"yīngwén (英文, 英文)","English, English language , English language, English_language",top2/554.mp3
緊張,"jǐnzhāng (緊張, 紧张)",be nervous,top2/555.mp3
預計,"yūjì (預計, 预计)","estimate, view, predict, expect, calculate in advance, anticipate",top2/556.mp3
兄弟,"xiōngdì (兄弟, 兄弟)",brothers,top2/557.mp3
體系,"tǐxì (體系, 体系)","scheme, setup, system of rules, system, superstructure, cosmos, schema",top2/558.mp3
專案,"zhuānàn (專案, 专案)","case, special case for investigation",top2/559.mp3
孔子,"kǒngzǐ (孔子, 孔子)",Confucius,top2/560.mp3
報導,"bàodǎo (報導, 报导)",report,top2/561.mp3
一半,"yíbàn (一半, 一半)","det.: one half,  in part,  half",top2/562.mp3
疾病,"jíbìng (疾病, 疾病)","trouble, attack, evil, ailment, affection, misery, malfunction, complaint, infirmity, disease, ill, illness, malady, decline, sickness, condition",top2/563.mp3
其它,"qítā (其它, 其它)","det.: others, the rest, other, else",top2/564.mp3
外國,"wàiguó (外國, 外国)","foreign, foreign country, outland, outremer",top2/565.mp3
牠們,"tāmen (牠們, 牠们)",they animal,top2/566.mp3
報紙,"bàozhǐ (報紙, 报纸)","paper, headliner, newspaper publisher, tabloid, copyreader, newspaper, rag, courant, newsprint, sheet, gazette, dailies",top2/567.mp3
狗,"gǒu (狗, 狗)",dog,top2/568.mp3
協調,"xiétiáo (協調, 协调)","coordinate, harmonize, bring into line",top2/569.mp3
念,"niàn (念, 念)","study, read, attend school, think_of, read aloud, think of, miss",top2/570.mp3
哲學,"zhéxué (哲學, 哲学)","ism, philosophic, philosophical, philosophy, school of thought, doctrine",top2/571.mp3
碰到,"pèngdào (碰到, 碰到)","come across, run_into, encounter, come_across, run into, touch, run_across, meet",top2/572.mp3
提昇,"tíshēng (提昇, 提昇)","promote, hoist, elevate",top2/573.mp3
關於,"guānyú (關於, 关于)","about, with regard to, concerning",top2/574.mp3
同仁,"tóngrén (同仁, 同仁)","fraternity, fellow worker, confrere, brotherhood, colleague",top2/575.mp3
深入,"shēnrù (深入, 深入)","thorough, deep going",top2/576.mp3
漫畫,"mànhuà (漫畫, 漫画)","takeoff, cartoon, caricature",top2/577.mp3
資金,"zījīn (資金, 资金)","principal_sum, fund, bankroll, finance, coffer, ante, grubstake, munition, wherewithal, capital, working capital",top2/578.mp3
比較,"bǐjiǎo (比較, 比较)","compare, contrast",top2/579.mp3
作業,"zuòyè (作業, 作业)",work,top2/580.mp3
想像,"xiǎngxiàng (想像, 想像)","imagine, ideate, suppose, picture, image, trow, envision, figure, dream, conceit, woolgather, conceive of, project, see, daydream, think, presume, envisage, stargaze, depicture, visualize, vision, feign, fancy, conceive, conjure_up, fantasy",top2/581.mp3
短,"duǎn (短, 短)","short, brief",top2/582.mp3
即可,"jíkě (即可, 即可)",then could do something,top2/583.mp3
西,"xī (西, 西)","W, Spain, west, occident, due west, western",top2/584.mp3
相,"xiāng (相, 相)","each other, mutually",top2/585.mp3
位置,"wèizhì (位置, 位置)","positioning, site, stand, stance, about face, lie, locality, spatial relation, setting, situs, locus, slot, ubiety, station, location, emplacement, ubication, situation, niche, positional, position, place, seat",top2/586.mp3
錯,"cuò (錯, 错)","wrong, mistaken, bad, poor, confused, complex",top2/587.mp3
穩定,"wěndìng (穩定, 稳定)","stable, steady",top2/588.mp3
尋找,"xúnzhǎo (尋找, 寻找)","comb, locate, quest, search, scout, chase, reconnoiter, look_around, look_for, look, look for, find_out, pick, reconnoitre, prospect, hunt, seek, rummage, shop",top2/589.mp3
鳥,"niǎo (鳥, 鸟)","beak, caprimulgiform bird, jay, carinate bird, birdie, bird, carinate, chaffinch, flying bird, fowl",top2/590.mp3
系,"xì (系, 系)",department in a college,top2/591.mp3
如此,"rúcǐ (如此, 如此)","so, such",top2/592.mp3
長大,"zhǎngdà (長大, 长大)","vegetate, be brought up, grow_up, maturate, grow, grow up, bulk, age, mature",top2/593.mp3
促進,"cùjìn (促進, 促进)","rush, help, step_up, advancement, progress, acceleration, subserve, encourage, facilitate, anticipate, accelerate, assist, fillip, expedite, advance, promotive, boost, further, provoke, hurry, redound, cultivate, induce, hasten, catalyze, speed, promote, contribute, impel, promotion, push, forward, stimulate, whet",top2/594.mp3
人文,"rénwén (人文, 人文)","letters, humanity, humanities",top2/595.mp3
衝突,"chōngtú (衝突, 冲突)","conflict, clash",top2/596.mp3
廚房,"chúfáng (廚房, 厨房)","office, cookery, cookhouse, kitchen, cookroom, but, caboose",top2/597.mp3
海外,"hǎiwài (海外, 海外)","oversea, overseas, abroad",top2/598.mp3
表演,"biǎoyǎn (表演, 表演)","perform, act, play, demonstrate",top2/599.mp3
再度,"zàidù (再度, 再度)","once again, anew, eftsoons, second time, again, a second time, once more/again, once more",top2/600.mp3
電信,"diànxìn (電信, 电信)","telegraphy, telecommunications, telecommunication, telecom",top2/601.mp3
反映,"fǎnyìng (反映, 反映)","reflect, mirror, make known",top2/602.mp3
北,"běi (北, 北)","atomic number 97, northward, north, berkelium, Bk, northern",top2/603.mp3
筆,"bǐ (筆, 笔)",m.[general],top2/604.mp3
近,"jìn (近, 近)",almost,top2/605.mp3
障礙,"zhàngài (障礙, 障碍)","discouragement, bottleneck, clog, bar, encumbrance, embarrassment, malfunction, jam up, baffle, impediment, obstruction, rub, roadblock, stay, rubber, disturbance, balk, holdback, bunker, stymy, remora, obstacle, barrier, stumbling_block, hitch, handicap, lesion, hedge, snag, drawback, let, wall, crab, difficulty, penalty, hang up, facer, hindrance, hurdle",top2/606.mp3
焦點,"jiāodiǎn (焦點, 焦点)","focal point, point at issue, focal, focus, focal_point, central issue",top2/607.mp3
忽然,"hūrán (忽然, 忽然)",suddenly,top2/608.mp3
到處,"dàochù (到處, 到处)","universally, everywhere, everyplace, far and near, about, around, far and wide, all_over, high_and_low, all over, throughout, high and low, far_and_near, passim, abroad, at all places",top2/609.mp3
植物,"zhíwù (植物, 植物)","vegetal, flora, herb, plant, grower, vegetable, plant life, vegetation, botanical, vegetive, dwarf, vegetative",top2/610.mp3
顯得,"xiǎnde (顯得, 显得)","seem, look, appear",top2/611.mp3
不一定,"bùyīdìng (不一定, 不一定)","not sure, maybe",top2/612.mp3
攝影,"shèyǐng (攝影, 摄影)",photography,top2/613.mp3
隨,"suí (隨, 随)",v.2 right after v.1,top2/614.mp3
概念,"gàiniàn (概念, 概念)","estimate, conception, view, intention, image, estimation, idea, notion, concept, construct, paradox, approximation, impression",top2/615.mp3
面積,"miànjī (面積, 面积)","area unit, area, superficies, superficial, acreage, expanse, surface_area, square_measure, surface area, content, space, square measure",top2/616.mp3
為何,"wèihé (為何, 为何)","why, for what reason",top2/617.mp3
高達,"gāodá (高達, 高达)",reach up to,top2/618.mp3
關鍵,"guānjiàn (關鍵, 关键)","nub, turning_point, issue, crux, anchor, crux of the matter, juncture, hinge, mainstay, linchpin, lynchpin, key, backbone",top2/619.mp3
作法,"zuòfǎ (作法, 作法)","course of action, technique of writing, way of doing things, mode, practice, course, model",top2/620.mp3
來到,"láidào (來到, 来到)","arrive, come",top2/621.mp3
如何,"rúhé (如何, 如何)",how about it,top2/622.mp3
胡適,"húshì (胡適, 胡适)","philosopher, leading intellectual, leading intellectual,  philosopher,  exponent of vernacular writing, leading intellectual,  philosopher,  expon, exponent of vernacular writing",top2/623.mp3
倒,"dào (倒, 倒)",actually,top2/624.mp3
人人,"rénrén (人人, 人人)",everybody,top2/625.mp3
仔細,"zǐxì (仔細, 仔细)","careful, be careful, look out",top2/626.mp3
原,"yuán (原, 原)","originally, formerly",top2/627.mp3
成就,"chéngjiù (成就, 成就)","achievement, accomplishment, success",top2/628.mp3
視,"shì (視, 视)",depend,top2/629.mp3
行銷,"xíngxiāo (行銷, 行销)",sell,top2/630.mp3
好幾,"hǎojǐ (好幾, 好几)",det.: several,top2/631.mp3
辛苦,"xīnkǔ (辛苦, 辛苦)","try, endure hardship, work hard, tug, tote, lug",top2/632.mp3
年輕人,"niánqīngrén (年輕人, 年轻人)","kid, sapling, young people, youngster, jack, young, young buck, chicken, kipper, youngling, punk, laddie, young_man, loon, young man, youth, stripling, shaveling, junior, sprat, whiffet, cub, springald, younker",top2/633.mp3
信,"xìn (信, 信)","letter, mail, message",top2/634.mp3
漸漸,"jiànjiàn (漸漸, 渐渐)","gradually, by degrees, little by little",top2/635.mp3
真,"zhēn (真, 真)","real, true",top2/636.mp3
教材,"jiàocái (教材, 教材)","textbook, teaching material",top2/637.mp3
自然,"zìrán (自然, 自然)","natural, free from affectation",top2/638.mp3
動詞,"dòngcí (動詞, 动词)",verb,top2/639.mp3
整理,"zhěnglǐ (整理, 整理)","put in order, arrange",top2/640.mp3
男生,"nánshēng (男生, 男生)","brother, sonny boy, man, male, laddie, lad, boy student, male student, boy, schoolboy, sonny, cub, man student",top2/641.mp3
遊客,"yóukè (遊客, 遊客)","traveler, holidaymaker, tourist, traveller, visitor, pilgrim, sightseer, tourism",top2/642.mp3
等,"děng (等, 等)",till,top2/643.mp3
女生,"nǔshēng (女生, 女生)","schoolgirl, girl student, female student, female, girl, woman student, co ed",top2/644.mp3
對,"duì (對, 对)",m.[general],top2/645.mp3
懷疑,"huáiyí (懷疑, 怀疑)","suspect, doubt",top2/646.mp3
痛苦,"tòngkǔ (痛苦, 痛苦)",be painful; pain,top2/647.mp3
交換,"jiāohuàn (交換, 交换)","reciprocate, switching, barter, exchange, commute, switch, communicate, interchange, bandy, shift, trade, batter, truck, swop, change, counterchange, swap, clear, buy, transpose, change over, commune, turn around",top2/648.mp3
互動,"hùdòng (互動, 互动)",relate,top2/649.mp3
設置,"shèzhì (設置, 设置)","set/put up, install",top2/650.mp3
張,"zhāng (張, 张)",Surname,top2/651.mp3
留,"liú (留, 留)","continue, stay, keep, leave behind, leave, grow, accept,  let grow, leave",top2/652.mp3
居住,"jūzhù (居住, 居住)","inhabit, occupy, shack_up, locate, domicile, shack, abide, subsist, settle, live, howff, reside, indwell, populate, lodge in, quarter, dwell, people, belong, bide, hang_out, house, residence",top2/653.mp3
因應,"yīnyìng (因應, 因应)",in response to,top2/654.mp3
丈夫,"zhàngfū (丈夫, 丈夫)","masterman, man, papa, manliness, mister, goodman, married man, husband, hub, hubby",top2/655.mp3
紀錄,"jìlù (紀錄, 纪录)","minutes, notes, record, record",top2/656.mp3
答,"dá (答, 答)","answer, reply, return a call/etc. , reciprocate",top2/657.mp3
愛,"ài (愛, 爱)",love,top2/658.mp3
畫家,"huàjiā (畫家, 画家)","painterly, creative person, artist, painter, penman, artists",top2/659.mp3
數字,"shùzì (數字, 数字)","numeral, numerical, digit, amount, number, numeric, figure, digital, quantity",top2/660.mp3
一向,"yīxiàng (一向, 一向)","typically, all_along, up to now, always, consistently, all along, usually, forever",top2/661.mp3
連線,"liánxiàn (連線, 连线)",connect,top2/662.mp3
以免,"yǐmiǎn (以免, 以免)","conj.: in order to avoid,  so as not to",top2/663.mp3
固定,"gùdìng (固定, 固定)","set, plant, imbed, fix, strap, jell, fixed, affix, peg, stick, clench, rivet, regularization, rigidify, embed, infix, anchor, fixate, hold, regularize, implant, stitch, stabile, engraft, fasten, immobilize, moor, peg down, flat",top2/664.mp3
通信,"tōngxìn (通信, 通信)","communicate by letter, correspond",top2/665.mp3
恢復,"huīfù (恢復, 恢复)","resume, renew, recover, regain, restore, reinstate, rehabilitate",top2/666.mp3
修正,"xiūzhèng (修正, 修正)","revise, amend, correct",top2/667.mp3
景觀,"jǐngguān (景觀, 景观)","view, perspective, aspect, scene, prospect, vista, panorama, landscape",top2/668.mp3
線,"xiàn (線, 线)","thread, string, wire",top2/669.mp3
縣市,"xiànshì (縣市, 县市)",county and city,top2/670.mp3
他人,"tārén (他人, 他人)","others, another person",top2/671.mp3
基於,"jīyú (基於, 基于)","on the basis of, in view of, because of",top2/672.mp3
只是,"zhǐshì (只是, 只是)","conj.: however, but then",top2/673.mp3
實現,"shíxiàn (實現, 实现)","realize, achieve, bring about",top2/674.mp3
演講,"yǎnjiǎng (演講, 演讲)","lecture, speech",top2/675.mp3
男子,"nánzǐ (男子, 男子)","man, male",top2/676.mp3
具備,"jùbèi (具備, 具备)","be provided with, supply, render, have, furnish, possess, provide, possession",top2/677.mp3
奇怪,"qíguài (奇怪, 奇怪)",wonder,top2/678.mp3
空氣,"kōngqì (空氣, 空气)","air, airspace, atmosphere, aerial, deflector, atmospherics",top2/679.mp3
會員,"huìyuán (會員, 会员)",member,top2/680.mp3
取,"qǔ (取, 取)","have, withdraw, choose, assume, take away, adopt, assumption, select, draw_out, withdrawal, obtain, remove, take, fetch, get, aim at, pick_up, sponge, adoption",top2/681.mp3
深刻,"shēnkè (深刻, 深刻)","deep, profound",top2/682.mp3
漂亮,"piàoliàng (漂亮, 漂亮)","posh, handsome, brilliant, remarkable, splendid, beautiful, smart",top2/683.mp3
菜,"cài (菜, 菜)","vegetable, greens, dish, course, food",top2/684.mp3
希望,"xīwàng (希望, 希望)",hope,top2/685.mp3
相互,"xiānghù (相互, 相互)","each other, mutually, one another, in return, reciprocally",top2/686.mp3
多數,"duōshù (多數, 多数)","trillions, millions, mort, relative majority, throng, det : majority, prevalence, multitude, lac, Host, host, bulk, horde, raft, million, lakh, rimption, pack, skit, strength, acre, generality, ruck, chunk, number, shoal, multiplicity, billions, preponderance, jillions, zillions, grist, world, majority, meiny, regiment, legion, mass, plurality",top2/687.mp3
總經理,"zǒngjīnglǐ (總經理, 总经理)","CEO, general_manager, chief executive officer, chief operating officer, executive, managing director, general manager, president",top2/688.mp3
很多,"hěnduō (很多, 很多)","many, much",top2/689.mp3
收,"shōu (收, 收)","receive, accept, take in/back, gather in, conclude, stop",top2/690.mp3
權利,"quánlì (權利, 权利)","privilege, claim, merit, title, entitlements, escheatage, right, dib, authority, competency, obligation, pretension, prescription, dibs",top2/691.mp3
照片,"zhàopiàn (照片, 照片)","snapshot, shot, likeness, picture, photo, icon, image, caption, exposure, photograph, pic, ikon",top2/692.mp3
病,"bìng (病, 病)",disease,top2/693.mp3
物質,"wùzhí (物質, 物质)","stuff, material, substance, materiality, matter",top2/694.mp3
宿舍,"sùshè (宿舍, 宿舍)","berth, serai, hall, dorm room, lodging_house, dormitory room, dorm, hostel, billet, dormitory, living quarters, house",top2/695.mp3
即,"jí (即, 即)","be, mean",top2/696.mp3
教練,"jiàoliàn (教練, 教练)","training, drillmaster, wise man, tutor, drilling, handler, coacher, coach, instructor, private instructor, trainer, mentor",top2/697.mp3
宇宙,"yǔzhòu (宇宙, 宇宙)","all, cosmic, existence, world, creation, system, macrocosm, metagalactic, nature, cosmos, universal, universe",top2/698.mp3
更加,"gèngjiā (更加, 更加)",even more,top2/699.mp3
住宅,"zhùzhái (住宅, 住宅)","shebang, dwelling_house, dwelling, roof, abode, residential, home, toft, howff, housing, habitation, homesite, tenement, place, residence, house, property",top2/700.mp3
明白,"míngbái (明白, 明白)","clarify, downright, recognize, agnize, tumble, follow, make out, catch, understand, discern, think, know, seize, agnise, twig, realize, get, realization",top2/701.mp3
竟然,"jìngrán (竟然, 竟然)","unexpectedly, to one's surprise",top2/702.mp3
光,"guāng (光, 光)","light, ray, brightness, honor, glory, luster",top2/703.mp3
迅速,"xùnsù (迅速, 迅速)","fast, speedy, rapid, prompt",top2/704.mp3
睡,"shuì (睡, 睡)",sleep,top2/705.mp3
大多數,"dàduōshù (大多數, 大多数)","det.: most of,  the majority of",top2/706.mp3
不良,"bùliáng (不良, 不良)","unhealthy, harmful, bad",top2/707.mp3
自動,"zìdòng (自動, 自动)",automatic,top2/708.mp3
哦,"ó (哦, 哦)",particle: used when informing sb. of st. to draw people's attention ; indicating mild imperative/suggestion/exclamation/guess/etc.,top2/709.mp3
突破,"túpò (突破, 突破)","make a breakthrough, surmount",top2/710.mp3
後面,"hòumiàn (後面, 后面)","rear, back, in the rear, latter, behind, rearward, at the back",top2/711.mp3
污染,"wūrǎn (污染, 污染)","pollute, contaminate",top2/712.mp3
陸續,"lùxù (陸續, 陆续)","continuously, one after another, in succession",top2/713.mp3
飛,"fēi (飛, 飞)","hover in the air, flight, hover, volatilize, wing, disappear through volatilization, flutter, skip, hover/flutter in the air, fly, blow, flutter in the air, flit",top2/714.mp3
內心,"nèixīn (內心, 内心)","interior, inner being, conscience, inside, breast, bosom, innermost being, incenter, heart",top2/715.mp3
女子,"nǔzǐ (女子, 女子)","lady, female, femme, young lady, adult female, missy, young woman, fem, moll, womankind, fille, damsel, girl, miss, woman, wren, blade",top2/716.mp3
玻璃,"bōlí (玻璃, 玻璃)","plastic, vitrum, putty, vitreous, nylon, window, windowpane, cutter, glass",top2/717.mp3
神,"shén (神, 神)","god, supreme, architect, Thor, superpersonality, Providence, providence, Deus, immortal, energy, numen, Being, divine, being, Surname, maker, Allah, vitality, look, deity, spirit, gum, omnipotent, anthropomorphism, expression, mind, soul, omniscience, immortality, omniscient, kami, Elohim, divinity",top2/718.mp3
中,"zhōng (中, 中)",China,top2/719.mp3
市民,"shìmín (市民, 市民)","citizen, burgess, citizenry, metropolitan, townsman, townsfolk, town, towner, civic, residents of a city, townee, burgher, townspeople",top2/720.mp3
承認,"chéngrèn (承認, 承认)","receive, acknowledge, okay, approbate, validate, recognize, avow, admittance, count, confess, sanctify, grant, countersign, avouch, admit, acknowledgement, reckon, own, sanction, give diplomatic recognition, concede, cede, give, ratify, agree, recognise, accept, recognition, yield, allow, endorse, profess",top2/721.mp3
不滿,"bùmǎn (不滿, 不满)","resentful, dissatisfied",top2/722.mp3
年齡,"niánlíng (年齡, 年龄)","summer, age",top2/723.mp3
記憶,"jìyì (記憶, 记忆)",memory,top2/724.mp3
打算,"dǎsuàn (打算, 打算)","mean, specify, plan, think, intention, propose, design, purpose, contemplate, allot, destine, calculate, intend, designate, be after",top2/725.mp3
應用,"yìngyòng (應用, 应用)","apply, use",top2/726.mp3
老闆,"lǎobǎn (老闆, 老板)","proprietor, chief, shopkeeper, Tuan, baas, honcho, hirer, storekeeper, milord, bwana, mugwump, cit, market keeper, buckra, governor, boss, joss, tradesman, employer, guv",top2/727.mp3
成熟,"chéngshú (成熟, 成熟)","ripe, mature",top2/728.mp3
進,"jìn (進, 进)","enter, come/go into, advance",top2/729.mp3
證明,"zhèngmíng (證明, 证明)","prove, testify, bear out",top2/730.mp3
國立,"guólì (國立, 国立)","run, state, state maintained, national, state run, state maintained, national run, state/national maintained/run, national maintained",top2/731.mp3
施工,"shīgōng (施工, 施工)",work on of construction,top2/732.mp3
名,"míng (名, 名)","name, fame, reputation",top2/733.mp3
叫做,"jiàozuò (叫做, 叫做)","clepe, be known as, be called, call",top2/734.mp3
入,"rù (入, 入)","agree with, set of sun , set, take in, join, receive, be admitted into, become a member of, enter, descend, infiltrate, conform with, conform to, interlard",top2/735.mp3
包含,"bāohán (包含, 包含)","comprehend, consist of, subtend, imply, boast, go, colligate, include, hold, encompass, embrace, bear, carry, comprise, incorporate, cover, embody, connote, consist in, house, subsume, contain",top2/736.mp3
場所,"chángsuǒ (場所, 场所)","site, digging, terrain, locality, point, arena, scene, room, locus, location, locale, stead, scene of action, lieu, amenity, meridian, where, spot, space, land site, place, seat",top2/737.mp3
後,"hòu (後, 后)","rear, back, behind",top2/738.mp3
行,"xíng (行, 行)","go, travel, prevail, circulate, be current",top2/739.mp3
休息,"xiūxí (休息, 休息)","repose, have, lie dormant, respire, take time off, have a rest, take a rest, take off, relax, take_time_off, have/take a rest, rest",top2/740.mp3
從來,"cónglái (從來, 从来)","all along, at all times, always",top2/741.mp3
東,"dōng (東, 东)",east,top2/742.mp3
要是,"yàoshì (要是, 要是)","conj.: if, suppose, in case",top2/743.mp3
適應,"shìyìng (適應, 适应)","be accustomed to, conform, be used to, fit, humor, gear, orient, phase, adjust, accommodate, be accustomed, be inure to, get used to, adaptation, adapt, suit",top2/744.mp3
工會,"gōnghuì (工會, 工会)",trade/labor union,top2/745.mp3
聽說,"tīngshuō (聽說, 听说)","hear, understand, learn, rumor, hear that..., hear/understand that..., be told, understand that..., hear of",top2/746.mp3
高級,"gāojí (高級, 高级)","high level,  high class,  quality",top2/747.mp3
距離,"jùlí (距離, 距离)",distance,top2/748.mp3
不易,"búyì (不易, 不易)",uneasy,top2/749.mp3
有沒有,"yǒuméiyǒu (有沒有, 有没有)",have or not have,top2/750.mp3
人性,"rénxìng (人性, 人性)","reason, hypostasis, humanitarianism, normal human feelings, humanness, humanity, humanism, human nature, flesh, humanistic, manhood",top2/751.mp3
走到,"zǒudào (走到, 走到)",go to,top2/752.mp3
拍,"pāi (拍, 拍)","clap, pat, lick sb.'s boots",top2/753.mp3
馬,"mǎ (馬, 马)",horse,top2/754.mp3
規則,"guīzé (規則, 规则)","rule, regulation",top2/755.mp3
以外,"yǐwài (以外, 以外)","other than, except, beyond, outside",top2/756.mp3
關懷,"guānhuái (關懷, 关怀)",show loving care/concern for,top2/757.mp3
另一方面,"lìngyīfāngmiàn (另一方面, 另一方面)",conj.: on the other hand,top2/758.mp3
實力,"shílì (實力, 实力)","strength, actual strength, efficiency",top2/759.mp3
假如,"jiǎrú (假如, 假如)","conj.: if, supposing, in case",top2/760.mp3
研發,"yánfā (研發, 研发)","research and develop, R&D, research and develop something, research and development",top2/761.mp3
攻擊,"gōngjí (攻擊, 攻击)","attack, assault, accuse, vilify",top2/762.mp3
幹部,"gànbù (幹部, 干部)","organizer, staff, cadre",top2/763.mp3
資格,"zīgé (資格, 资格)","claim, credential, prerequisite, character, capability, qualifications, requirement, qualification, capacity, root/basis part of a character, status, sufficiency, seniority, competence, fitness, competency, condition",top2/764.mp3
引進,"yǐnjìn (引進, 引进)","recommend, introduce from elsewhere",top2/765.mp3
做到,"zuòdào (做到, 做到)","achievement, accomplishment, achieve, accomplish",top2/766.mp3
吃飯,"chīfàn (吃飯, 吃饭)","feed, dine, make a living, keep alive, have a meal, eat",top2/767.mp3
保險,"bǎoxiǎn (保險, 保险)",insurance,top2/768.mp3
發行,"fāxíng (發行, 发行)","issue, publish, distribute, put on sale",top2/769.mp3
壞,"huài (壞, 坏)",spoiled,top2/770.mp3
證券,"zhèngquàn (證券, 证券)","document, bond, bill, stock certificate, security, certificate, portfolio, bond certificate, negotiable securities, stock",top2/771.mp3
大幅,"dàfú (大幅, 大幅)",to a great extent,top2/772.mp3
還有,"háiyǒu (還有, 还有)","conj.: furthermore, in addition",top2/773.mp3
公斤,"gōngjīn (公斤, 公斤)",m.[standard],top2/774.mp3
性質,"xìngzhí (性質, 性质)","kidney, attribute, fibre, description, affection, temper, nature, self, mold, temperament, property, composition, character, hair, bent, kind, disposition, habitude, meridian, dimension, quality, note, sort",top2/775.mp3
某些,"mǒuxiē (某些, 某些)","little, some, det.: come",top2/776.mp3
幸福,"xìngfú (幸福, 幸福)",happy,top2/777.mp3
以上,"yǐshàng (以上, 以上)",the above/foregoing/above mentioned,top2/778.mp3
明確,"míngquè (明確, 明确)","define, make clear/definite, make definite, definite, make clear",top2/779.mp3
聯盟,"liánméng (聯盟, 联盟)","conference, alliance, coalition, hookup, ally, Verein, confederacy, federacy, circuit, combination, Bund, confederation, federation, union, bloc, league, axis",top2/780.mp3
主持,"zhǔchí (主持, 主持)","preside, head, care of, take care of, preside over, chair, minister, sponsor, direct, uphold, direction, take charge/care of, take charge of, moderate, emcee, celebrate, manage, host, mastermind, officiate, stand for, managment, run, take charge, compere",top2/781.mp3
一再,"yīzài (一再, 一再)","repeatedly, again and again, time and again, over_and_over",top2/782.mp3
保育,"bǎoyū (保育, 保育)",child care,top2/783.mp3
師生,"shīshēng (師生, 师生)",teacher and student,top2/784.mp3
立委,"lìwěi (立委, 立委)",legislator,top2/785.mp3
改,"gǎi (改, 改)","alteration, rectification, transformation, change, correct, put ... right, transform, rectify, revision, switch over to, ameliorate, revise, put right, amend, correction, gybe, alter",top2/786.mp3
年,"nián (年, 年)","age, New Year, a period in one's life, a period in history, harvest",top2/787.mp3
多半,"duōbàn (多半, 多半)",det : the greater part,top2/788.mp3
管道,"guǎndào (管道, 管道)","pipeline, conduit, piping, channel for communication/etc.",top2/789.mp3
絕不,"juébù (絕不, 绝不)","to no degree, by no means, scarcely, nowise, not by a long sight, not by a blame sight, never, ne'er, hardly",top2/790.mp3
報,"bào (報, 报)","newspaper, periodical, bulletin, telegram",top2/791.mp3
認同,"rèntóng (認同, 认同)","identify,  have meeting of the minds",top2/792.mp3
