有線電視,"yǒuxiàndiànshì (有線電視, 有线电视)","cable_television,cable television,cable system,narrowcast,cable television service,cable,cable TV",top7/586.mp3
絕種,"juézhǒng (絕種, 绝种)","become extinct,sterilize,die out",top7/587.mp3
留給,"liúgěi (留給, 留给)",retain/reserve for,top7/588.mp3
男朋友,"nánpéngyǒu (男朋友, 男朋友)",boyfriend,top7/589.mp3
違背,"wéibèi (違背, 违背)","violate,sin,go_against,infringe,go against,violation,belie,transgress,contravene,disobey,breach,break,run counter to",top7/590.mp3
開課,"kāikè (開課, 开课)","give a course,teach a subject,school begins",top7/591.mp3
陽台,"yángtái (陽台, 阳台)","veranda,pergola,patio,terrace,mirador,trysting place,balcony,gallery,piazza,gazebo,deck,verandah",top7/592.mp3
嫌犯,"xiánfàn (嫌犯, 嫌犯)",suspect,top7/593.mp3
處分,"chǔfèn (處分, 处分)",punishment,top7/594.mp3
刺,"cì (刺, 刺)","stab,prick,assassinate,irritate,stimulate,criticize",top7/595.mp3
把握,"bǎwò (把握, 把握)","assurance,certainty",top7/596.mp3
朱,"zhū (朱, 朱)","cinnabar,Zhu,Surname",top7/597.mp3
吃虧,"chīkuī (吃虧, 吃亏)","get the worst of it,come to grief,suffer loss,suffer losses",top7/598.mp3
進軍,"jìnjūn (進軍, 进军)","march,advance,advance as of troops",top7/599.mp3
盲目,"mángmù (盲目, 盲目)",blind,top7/600.mp3
長輩,"zhǎngbèi (長輩, 长辈)","seniority,better,elder,superior,senior,elder member of family,eldership,elder generation,superordinate,higher up",top7/601.mp3
病房,"bìngfáng (病房, 病房)","sickroom,ward,hospital ward,hospital room",top7/602.mp3
社交,"shèjiāo (社交, 社交)","social_intercourse,converse,social interaction,social contact,interaction,social contact/interaction,coterie,sociality,commerce",top7/603.mp3
破產,"pòchǎn (破產, 破产)","go bankrupt,come to naught",top7/604.mp3
採行,"cǎixíng (採行, 采行)","phase,adopt,employ,select for use",top7/605.mp3
起,"qǐ (起, 起)",m.[event],top7/606.mp3
莫,"mò (莫, 莫)","not,be/do not",top7/607.mp3
船隻,"chuánzhī (船隻, 船只)","boat,watercraft,marine,ship,vessel",top7/608.mp3
都會區,"dūhuìqū (都會區, 都会区)","city,metropolis",top7/609.mp3
習俗,"xísú (習俗, 习俗)","mores,custom,form,consuetudinary,institute,social custom,Sunna,convention,convenance,consuetude,conventionalism,ways,respectability,usage,manners,consuetudinal,conventionality",top7/610.mp3
音量,"yīnliàng (音量, 音量)","intensity,volume,quantity,loudness,volume of sound",top7/611.mp3
自,"zì (自, 自)",personally,top7/612.mp3
托兒所,"tuōérsuǒ (托兒所, 托儿所)","nursery school,foundling hospital,cr#4 eche,child care centre,day_nursery,nursery,day care center,day care,day nursery,daycare,creche,cr#4eche,child care center,play group,farm,preschool,nursery_school,playschool",top7/613.mp3
台獨,"táidú (台獨, 台独)",Independence of Taiwan,top7/614.mp3
發育,"fāyū (發育, 发育)","grow,develop",top7/615.mp3
足球,"zúqiú (足球, 足球)","soccer,football",top7/616.mp3
目睹,"mùdǔ (目睹, 目睹)","behold,see with one's own eyes,witness",top7/617.mp3
名牌,"míngpái (名牌, 名牌)","nameplate,name tag",top7/618.mp3
沙烏地阿拉伯,"shāwūdìālābó (沙烏地阿拉伯, 沙乌地阿拉伯)",Saudi Arabia,top7/619.mp3
店面,"diànmiàn (店面, 店面)","commodity section,storefront,parlor,shopfront",top7/620.mp3
沙,"shā (沙, 沙)","loam,Sha,sand,Surname,sth. granulated,sandy",top7/621.mp3
哼,"hēng (哼, 哼)",humph!,top7/622.mp3
界限,"jièxiàn (界限, 界限)","compass,ceiling,bounds,demarcation line,boundary,bourn,tether,purlieu,demarcation,precinct,pale,circumscription,borderland,limits,bound,ambit,butting,Rubicon,terminus,terminal point,confines,end,dividing line,extent,verge,terminus ad quem,limit,division,marge",top7/623.mp3
枝,"zhī (枝, 枝)",m.[general],top7/624.mp3
紅樹林,"hóngshùlín (紅樹林, 红树林)","black mangrove,Rhizophora mangle,Avicennia marina,mangrove",top7/625.mp3
後人,"hòurén (後人, 后人)","posperity,descendants,posterity,later generations",top7/626.mp3
容積率,"róngjīlù (容積率, 容积率)",proportion,top7/627.mp3
招,"zhāo (招, 招)",m.[general],top7/628.mp3
何不,"hébù (何不, 何不)",why not,top7/629.mp3
一口氣,"yīkǒuqì (一口氣, 一口气)","without a break,at one go,in one breath,holus bolus",top7/630.mp3
共同體,"gòngtóngtǐ (共同體, 共同体)","community,integration",top7/631.mp3
錶,"biǎo (錶, 表)","timepiece,timekeeper,watch,ticker",top7/632.mp3
漫長,"màncháng (漫長, 漫长)","very long,endless",top7/633.mp3
精英,"jīngyīng (精英, 精英)","quintessence,flower,broth of a boy,elite,broth of a man,aristocracy,essence,cream,powerhouse",top7/634.mp3
暫停,"zhàntíng (暫停, 暂停)","suspense,suspended,suspend,intermit,set aside,discontinue,remit,stop,suspension,pause,break,time out",top7/635.mp3
整頓,"zhěngdùn (整頓, 整顿)","rectify,reorganize",top7/636.mp3
暗示,"ànshì (暗示, 暗示)","drop a hint, suggest",top7/637.mp3
外公,"wàigōng (外公, 外公)",maternal grandfather,top7/638.mp3
提議,"tíyì (提議, 提议)","propose,suggest",top7/639.mp3
露,"lù (露, 露)","betray,betrayal,appear,reveal,show",top7/640.mp3
鎮長,"zhènzhǎng (鎮長, 镇长)",town headman,top7/641.mp3
警察局,"jǐngchájú (警察局, 警察局)","police_station,copshop,station,police bureau,can,police,kotwalee,tana,the police",top7/642.mp3
騎士,"qíshì (騎士, 骑士)","equestrian,caballero,carpet knight,rider,cavalier,knight,knighthood,chevalier",top7/643.mp3
聯軍,"liánjūn (聯軍, 联军)",allied forces,top7/644.mp3
繼承,"jìchéng (繼承, 继承)","inherit,carry on",top7/645.mp3
雙向,"shuāngxiàng (雙向, 双向)","bipartite,double edged,two sided,bidirectional,double faced",top7/646.mp3
日軍,"rìjūn (日軍, 日军)",Japanese Army,top7/647.mp3
報酬,"bàochóu (報酬, 报酬)","emolument,reward,fee,recompense,earnings,gratuity,requital,retribution,price,harvest,remuneration,quittance,pay,consideration,salary,compensation,honorarium,payment,meed,gratification,wage,guerdon",top7/648.mp3
程,"chéng (程, 程)","distance,journey,procedure,order,regulation,rule",top7/649.mp3
新任,"xīnrèn (新任, 新任)",newly appointed,top7/650.mp3
開花,"kāihuā (開花, 开花)","burst forth,flower,bloom,split apart,explode,blossom,effloresce,unfold,feel elated,break apart,blow",top7/651.mp3
慈悲,"cíbēi (慈悲, 慈悲)","mercy,benevolence,pity",top7/652.mp3
飼養,"sìyǎng (飼養, 饲养)",raise animals/etc.,top7/653.mp3
棲息,"qīxí (棲息, 栖息)","inhabit,alight,locate,dwell,rest of birds ,perch,settle,sit,light,relocate,halt,roost,rest",top7/654.mp3
試試,"shìshì (試試, 试试)","try,assay,try out,have a try,attempt,essay,sample,seek,taste",top7/655.mp3
詮釋,"quánshì (詮釋, 诠释)","annotation,interpretation",top7/656.mp3
絕大多數,"juédàduōshù (絕大多數, 绝大多数)","det.: most of,majority",top7/657.mp3
報到,"bàodào (報到, 报到)","check in,register,registration,report for duty,appear,report,check_in",top7/658.mp3
損失,"sǔnshī (損失, 损失)",lose,top7/659.mp3
極端,"jíduān (極端, 极端)","extreme,exceeding",top7/660.mp3
愛護,"àihù (愛護, 爱护)","cherish,treasure,take good care of",top7/661.mp3
微,"wéi (微, 微)",slightly,top7/662.mp3
腦海,"nǎohǎi (腦海, 脑海)","brain,mind",top7/663.mp3
琴,"qín (琴, 琴)","qin, a seven stringed plucked instrument,general name for stringed instruments,zither like instrument,general name for certain musical instruments",top7/664.mp3
動向,"dòngxiàng (動向, 动向)","set,development,tendency,trend,movement,drift",top7/665.mp3
精美,"jīngměi (精美, 精美)","exquisite,elegant",top7/666.mp3
班長,"bānzhǎng (班長, 班长)","monitor, work team leader,squad leader,team leader,class monitor",top7/667.mp3
創立,"chuànglì (創立, 创立)","found,originate",top7/668.mp3
微笑,"wéixiào (微笑, 微笑)",smile,top7/669.mp3
腦筋,"nǎojīn (腦筋, 脑筋)","way of thinking,ideas,head,mind,skull,brains",top7/670.mp3
雷達,"léidá (雷達, 雷达)","radiolocator,radiodetector,locator,microwave radar,radiolocation,early warning radar,radio detection and ranging,radar",top7/671.mp3
墨,"mò (墨, 墨)","learning,Chinese ink,ink stick,Mohist School,Mexico,Mohism,ink,handwriting,ink cake,Surname,China ink",top7/672.mp3
整修,"zhěngxiū (整修, 整修)","renovate,recondition",top7/673.mp3
踩,"cǎi (踩, 踩)","tread,tramp,tromp,scrunch,trample,walk,step,step on",top7/674.mp3
實在,"shízài (實在, 实在)","true,real,honest,dependable",top7/675.mp3
發現,"fāxiàn (發現, 发现)",discovery,top7/676.mp3
報表,"bàobiǎo (報表, 报表)","forms for reporting statistics,statement,forms for reporting statistics/etc.,forms for reporting etc.,report form,etc.",top7/677.mp3
諷刺,"fèngcì (諷刺, 讽刺)","satirize,mock",top7/678.mp3
中毒,"zhòngdú (中毒, 中毒)","poison,taint,be poisoned",top7/679.mp3
下跌,"xiàdié (下跌, 下跌)","fall, decline, decrease",top7/680.mp3
切除,"qiēchú (切除, 切除)","excise, resect",top7/681.mp3
片段,"piànduàn (片段, 片段)","part, extract, fragment",top7/682.mp3
平方公尺,"píngfānggōngchǐ (平方公尺, 平方公尺)",m.[standard],top7/683.mp3
公約,"gōngyuē (公約, 公约)","convention, pact, joint pledge",top7/684.mp3
火災,"huǒzāi (火災, 火灾)","fire disaster, conflagration",top7/685.mp3
不好意思,"bùhǎoyìsī (不好意思, 不好意思)","embarrassed,be ill at ease,find it embarrassing,feel embarrassed",top7/686.mp3
趨向,"qūxiàng (趨向, 趋向)",tend/incline to,top7/687.mp3
櫻花,"yīnghuā (櫻花, 樱花)",oriental cherry,top7/688.mp3
備受,"bèishòu (備受, 备受)",fully experience good or bad,top7/689.mp3
來往,"láiwǎng (來往, 来往)","associate,contact",top7/690.mp3
法,"fà (法, 法)",France,top7/691.mp3
災害,"zāihài (災害, 灾害)","tragedy,cataclysm,visitation,fatality,ravage,catastrophe,disaster,suffering,calamity",top7/692.mp3
何以,"héyǐ (何以, 何以)","why,wherefor,why?,wherefore,how come,how?,whereto,how",top7/693.mp3
奇特,"qítè (奇特, 奇特)","unusual,geezer,queer,exotic,peculiar",top7/694.mp3
沙國,"shāguó (沙國, 沙国)",short of Saudi Arabia,top7/695.mp3
待,"dāi (待, 待)",stay,top7/696.mp3
抱,"bào (抱, 抱)",hold a particular opinion or belief,top7/697.mp3
俄羅斯,"èluósī (俄羅斯, 俄罗斯)","Russia,Russians",top7/698.mp3
當中,"dāngzhōng (當中, 当中)",in the middle/center,top7/699.mp3
性情,"xìngqíng (性情, 性情)","constitution,fibre,aptness,acerbity,fiber,affection,temper,disposition,individuality,blood,streak,temperament",top7/700.mp3
注意力,"zhùyìlì (注意力, 注意力)","mind,attention,concentration",top7/701.mp3
做完,"zuòwán (做完, 做完)","get_over,fulfill,finish off,mop_up,get over,mop up,complete,clear up,finish up,polish_off,knock_off,get through,accomplish,polish off",top7/702.mp3
基準,"jīzhǔn (基準, 基准)","guideline,foundation,base,norm,standard,criterion,postulate,fundament,principle,groundwork,modulus,yardstick,benchmark,standard criterion,module,cornerstone,touchstone,datum,basis,fiducial",top7/703.mp3
規程,"guīchéng (規程, 规程)","rules,rules of order,parliamentary law,rule,regulation,regulations,parliamentary procedure,order",top7/704.mp3
傘,"sǎn (傘, 伞)","fimbria,brolly,sth. shaped like an umbrella,umbrella,mush,gamp,bumbershoot",top7/705.mp3
打敗,"dǎbài (打敗, 打败)","rout,outplay,whip,scupper,wallop,mop up,finish,suffer a defeat,overrule,overwhelm,flog,rack up,whop,be beaten,overpower,subdue,overmatch,snooker,be defeated,larrup,outfight,overmaster,floor,whup,knock_off,best,drub,defeat,euchre,confound,lick,fall,outrival,worst,overthrow,convince,vanquish,beat,pip",top7/706.mp3
資訊業,"zīxùnyè (資訊業, 资讯业)",information technology,top7/707.mp3
意念,"yìniàn (意念, 意念)","consciousness,will,motif,thing,intellection,thought,impression,idea",top7/708.mp3
穿過,"chuānguò (穿過, 穿过)","thread,pass through,traverse,penetrate,hook,go through,riddle,pierce,twist,go across,cleave,pass,lace,put_through,lace up,cut_through,cut across,cross,break,shoot",top7/709.mp3
精密,"jīngmì (精密, 精密)","accurate,delicate,precise",top7/710.mp3
廣義,"guǎngyì (廣義, 广义)",broad sense,top7/711.mp3
著急,"zhāojí (著急, 着急)","worry,feel anxious",top7/712.mp3
收回,"shōuhuí (收回, 收回)","take back,call in,recall,withdraw,countermand",top7/713.mp3
補償,"bǔcháng (補償, 补偿)","compensate,make up",top7/714.mp3
欺負,"qīfù (欺負, 欺负)","browbeat,take advantage of,pick on",top7/715.mp3
跌破,"diépò (跌破, 跌破)","fall,drop",top7/716.mp3
區隔,"qūgé (區隔, 区隔)","differentiate,set apart",top7/717.mp3
揭開,"jiēkāi (揭開, 揭开)","open,disclose,resolve,unclose,uncover,revelation,reveal,unveil,bring out",top7/718.mp3
選用,"xuǎnyòng (選用, 选用)",select and use/apply,top7/719.mp3
盛,"shèng (盛, 盛)","flourishing,prosperous,vigorous,energetic,magnificent,grand,abundant,plentiful,popular,widespread",top7/720.mp3
得很,"de5hěn (得很, 得很)","very,quite,awfully",top7/721.mp3
株,"zhū (株, 株)","stub,individual plant,stem of a plant,plant,trunk of tree,stem of plant,trunk of a tree,m.[general],",top7/722.mp3
被單,"bèidān (被單, 被单)",bed sheet,top7/723.mp3
財經,"cáijīng (財經, 财经)",finance and economics,top7/724.mp3
患,"huàn (患, 患)",contract an illness,top7/725.mp3
婚紗,"hūnshā (婚紗, 婚纱)","gown,wedding dress",top7/726.mp3
教官,"jiàoguān (教官, 教官)","drillmaster,drill master,instructor,military instructor,schoolmaster",top7/727.mp3
感冒,"gǎnmào (感冒, 感冒)",catch cold,top7/728.mp3
干涉,"gānshè (干涉, 干涉)","interfere, intervene, meddle",top7/729.mp3
關閉,"guānbì (關閉, 关闭)","close,shut down",top7/730.mp3
聯隊,"liánduì (聯隊, 联队)","wing of air force ,league,wing,regiment",top7/731.mp3
有一點,"yǒuyìdiǎn (有一點, 有一点)",a little bit,top7/732.mp3
不符,"bùfú (不符, 不符)",be inconsistent with,top7/733.mp3
小鳥,"xiǎoniǎo (小鳥, 小鸟)",small bird,top7/734.mp3
世代,"shìdài (世代, 世代)","generation, period, epoch",top7/735.mp3
調適,"tiáoshì (調適, 调适)",adjust,top7/736.mp3
化妝,"huàzhuāng (化妝, 化妆)","make_up,bepaint,masquerade,put on make up,make up,apply makeup,titivate",top7/737.mp3
融入,"róngrù (融入, 融入)","melt,thaw,blend,merge",top7/738.mp3
本事,"běnshì (本事, 本事)","literary source material,know how,proficiency,skill,prowess,this matter,ability,capability",top7/739.mp3
龍山寺,"lóngshānsì (龍山寺, 龙山寺)",Lung Shan Temple,top7/740.mp3
摧毀,"cuīhuǐ (摧毀, 摧毁)","take_out,blot_out,bang up,blast,devastate,mow_down,zap,tobreak,wreck,smash up,bust up,smite,destroy,bust,demolish,knock_down,destruction,ravage,unbuild,liquidate,smash,deflower,knock_off,break,wrack",top7/741.mp3
對岸,"duìàn (對岸, 对岸)","the opoosite shore,the other side,other side of river",top7/742.mp3
濃度,"nóngdù (濃度, 浓度)","vividness,density,saturation,consistency,depth,intensity,thickness,deepness,fulness,chroma,concentration,consistence",top7/743.mp3
稀有,"xīyǒu (稀有, 稀有)","rare,unusual",top7/744.mp3
充斥,"chōngchì (充斥, 充斥)","flood, congest, be full of",top7/745.mp3
戒,"jiè (戒, 戒)","keep off,guard against,drop,keep from,stop,refrain from,desist from,forbear from,abstain from,exhort,avoid,admonition,give up,admonish,exhortation,warn",top7/746.mp3
性行為,"xìngxíngwéi (性行為, 性行为)","erotism,sexual activity,the sex act,sexual behaviour,eroticism,sex,sex activity,sexuality,sex act,intimacy",top7/747.mp3
界定,"jièdìng (界定, 界定)",define,top7/748.mp3
毒,"dú (毒, 毒)",kill with poison,top7/749.mp3
抵抗,"dǐkàng (抵抗, 抵抗)","resist,stand up to",top7/750.mp3
前任,"qiánrèn (前任, 前任)",predecessor,top7/751.mp3
各行各業,"gèhánggèyè (各行各業, 各行各业)","all professions,all trades,trades",top7/752.mp3
良性,"liángxìng (良性, 良性)","plus,benign,positive",top7/753.mp3
伴隨,"bànsuí (伴隨, 伴随)","accompany,follow",top7/754.mp3
依靠,"yīkào (依靠, 依靠)",rely/depend on,top7/755.mp3
來不及,"láibùjí (來不及, 来不及)","be too late to do sth.,",top7/756.mp3
州,"zhōu (州, 州)","state,an administrative division,county,nomarchy,administrative division,shire,cantonal,presidency,government,eparchy, autonomous prefecture,prefecture,province,canton,commonwealth",top7/757.mp3
異性,"yìxìng (異性, 异性)","metamerism,isomerism,heterosexual,opposite sex,different nature",top7/758.mp3
官僚,"guānliáo (官僚, 官僚)","bureaucrats,bureaucracy",top7/759.mp3
猴子,"hóuzi5 (猴子, 猴子)","glib,ape,simian,glib/sharp tongued person,clever,clever person,clever/glib/sharp tongued person,monkey,sharp tongued person,jackanapes",top7/760.mp3
再說,"zàishuō (再說, 再说)","furthermore,besides",top7/761.mp3
肩膀,"jiānbǎng (肩膀, 肩膀)",shoulder,top7/762.mp3
疏忽,"shūhū (疏忽, 疏忽)","ignore,neglect",top7/763.mp3
白雲,"báiyún (白雲, 白云)",white cloud,top7/764.mp3
契機,"qìjī (契機, 契机)","moment,critical point,turning,turning point,juncture,moment o turning point,turning/critical point,momentum",top7/765.mp3
通俗,"tōngsú (通俗, 通俗)","pop,common,popular",top7/766.mp3
高潮,"gāocháo (高潮, 高潮)","water,high_tide,crescendo,coming,high tide/water,high tide,climax,upsurge,eagre,springtide,tidemark,sexual climax,blowoff,orgasm,culmination,payoff,wave,high,high water",top7/767.mp3
桃園縣,"táoyuánxiàn (桃園縣, 桃园县)",Tao Yuan a County in Taiwan,top7/768.mp3
連戰,"liánzhàn (連戰, 连战)",ex vice president of Taiwan,top7/769.mp3
清理,"qīnglǐ (清理, 清理)","settle accounts/etc. ,sort out affairs",top7/770.mp3
動用,"dòngyòng (動用, 动用)","put to use,draw on,put ... to use,use,employ,employment",top7/771.mp3
表現出來,"biǎoxiànchūlái (表現出來, 表现出来)",show,top7/772.mp3
海豚,"hǎitún (海豚, 海豚)",dolphin,top7/773.mp3
抵,"dǐ (抵, 抵)",arrive at,top7/774.mp3
迫切,"pòqiè (迫切, 迫切)","imminent,imperative,pressing,urgent",top7/775.mp3
金屬,"jīnshǔ (金屬, 金属)","spangle,metallic,metalline,tincture,malleability,metal,metals in general",top7/776.mp3
恭喜,"gōngxǐ (恭喜, 恭喜)",congratulate,top7/777.mp3
書寫,"shūxiě (書寫, 书写)",write,top7/778.mp3
脂肪,"zhīfáng (脂肪, 脂肪)","grease,fat,axunge,adipose,fatness,avoirdupois,fattiness,adipose tissue,fatty tissue",top7/779.mp3
捐贈,"juānzèng (捐贈, 捐赠)","contribute as gift ,donate,present",top7/780.mp3
展望,"zhǎnwàng (展望, 展望)",look into the distance/future,top7/781.mp3
處罰,"chǔfá (處罰, 处罚)","punish,penalize",top7/782.mp3
接觸到,"jiēchùdào (接觸到, 接触到)","come into contact with,get in touch with",top7/783.mp3
眼見,"yǎnjiàn (眼見, 眼见)","see sth. happen,watch helplessly",top7/784.mp3
捨不得,"shěbùdé (捨不得, 舍不得)","be grudge doing sth.,spare,begrudge,loathe to part with",top7/785.mp3
帳,"zhàng (帳, 帐)","reckoning,score,account statement,debt,screen,bill,credit,curtain,account book,accounting,canopy,account,military tent,tally,accounts",top7/786.mp3
記載,"jìzài (記載, 记载)","record,account",top7/787.mp3
栽培,"zāipéi (栽培, 栽培)","cultivate,grow,foster,train,educate,give/receive patronage",top7/788.mp3
野心,"yěxīn (野心, 野心)","greed,careerism,ambition,ambitiousness,wild ambition",top7/789.mp3
書畫,"shūhuà (書畫, 书画)",painting and calligraphy,top7/790.mp3
炎熱,"yánrè (炎熱, 炎热)",scorching/blazing hot,top7/791.mp3
併購,"bìnggòu (併購, 并购)",merge into,top7/792.mp3
除,"chú (除, 除)","get rid of,eliminate,remove",top7/793.mp3
專利權,"zhuānlìquán (專利權, 专利权)","patent,monopoly,patent right,patent right ,concession,patent_right",top7/794.mp3
迎,"yíng (迎, 迎)","greet,go to meet,reception,meet face to face,face,receive,welcome,move towards,meet",top7/795.mp3
陪同,"péitóng (陪同, 陪同)",accompany,top7/796.mp3
改選,"gǎixuǎn (改選, 改选)",hold another election,top7/797.mp3
老舊,"lǎojiù (老舊, 老旧)",old,top7/798.mp3
老子,"lǎozǐ (老子, 老子)",Lao zi founder of Daoism,top7/799.mp3
身影,"shēnyǐng (身影, 身影)","figure,silhouette,form",top7/800.mp3
海灘,"hǎitān (海灘, 海滩)","seabeach,seaside,sea beach,foreshore,beach",top7/801.mp3
便民,"biànmín (便民, 便民)",be convenient to the people,top7/802.mp3
所幸,"suǒxìng (所幸, 所幸)",luckily,top7/803.mp3
空白,"kòngbái (空白, 空白)",blank space,top7/804.mp3
知名度,"zhīmíngdù (知名度, 知名度)",celebrity rating,top7/805.mp3
師院,"shīyuàn (師院, 师院)",teachers' college,top7/806.mp3
成大,"chéngdà (成大, 成大)",National Cheng Kung University,top7/807.mp3
爆炸,"bàozhà (爆炸, 爆炸)","explode,blow up",top7/808.mp3
落地,"luòdì (落地, 落地)","be born of babies ,born,fail,fall to the ground,be born",top7/809.mp3
童話,"tónghuà (童話, 童话)","fairy story,fairy tale,fairy tale,children's stories,fairytale,fairy tales",top7/810.mp3
跨國,"kuàguó (跨國, 跨国)","transnationa,transnational,multinational",top7/811.mp3
乃至,"nǎizhì (乃至, 乃至)","conj.: even, go so far as to",top7/812.mp3
火山,"huǒshān (火山, 火山)",volcano,top7/813.mp3
付款,"fùkuǎn (付款, 付款)","ante_up,ante up,foot,pay out,pay up,pay,shell_out,cash,pay a sum of money,disburse",top7/814.mp3
工業化,"gōngyèhuà (工業化, 工业化)","industrialise,industrialization,urbanize,industrialize",top7/815.mp3
麻雀,"máquè (麻雀, 麻雀)","Passer domesticus,gutter bird,spadger,house sparrow,sparrow,mahjong,tree sparrow,Passer montanus,hedge sparrow,Prunella modularis,dunnock,house_sparrow,English sparrow",top7/816.mp3
大麻,"dàmá (大麻, 大麻)",marijuana,top7/817.mp3
路,"lù (路, 路)",m.[general],top7/818.mp3
比重,"bǐzhòng (比重, 比重)","proportion, specific gravity",top7/819.mp3
護士,"hùshì (護士, 护士)","graduate nurse,nana,nurse,sister,trained nurse, hospital nurse",top7/820.mp3
蹺家,"qiàojiā (蹺家, 跷家)",run away from home,top7/821.mp3
艱苦,"jiānkǔ (艱苦, 艰苦)",arduous,top7/822.mp3
艱難,"jiānnán (艱難, 艰难)","difficult,hard",top7/823.mp3
蟋蟀,"xīshuài (蟋蟀, 蟋蟀)","grig,cricket",top7/824.mp3
士氣,"shìqì (士氣, 士气)",morale,top7/825.mp3
雕像,"diāoxiàng (雕像, 雕像)","imagery,effigy,statue,torso,representation,statuary,glyph",top7/826.mp3
平地,"píngdì (平地, 平地)","smooth,level,area,surface area,level/flat ground,flatland,expanse,flat ground,level ground",top7/827.mp3
備,"bèi (備, 备)","prepare,get ready,be equipped with,have",top7/828.mp3
祖國,"zǔguó (祖國, 祖国)","country,China used only by Chinese ,mother_country,China,old_country,fatherland,home,country of origin,mother country,old country,homeland,native land,motherland,metropolis",top7/829.mp3
寸,"cùn (寸, 寸)",m.[standard],top7/830.mp3
大選,"dàxuǎn (大選, 大选)",general election,top7/831.mp3
遵循,"zūnxún (遵循, 遵循)","track,abide by,follow,conform to,adhere to",top7/832.mp3
集,"jí (集, 集)","gather,collect",top7/833.mp3
零售,"língshòu (零售, 零售)","retail, sell retail",top7/834.mp3
港口,"gǎngkǒu (港口, 港口)","harbour,port,seaport,haven,harbor",top7/835.mp3
壓制,"yāzhì (壓制, 压制)","suppress,stifle,inhibit,press",top7/836.mp3
療法,"liáofǎ (療法, 疗法)","therapy,cure,treatment,therapeutics",top7/837.mp3
獲勝,"huòshèng (獲勝, 获胜)","triumphant,triumph,beat,win victory,be victorious,conquer,gain,prevail,win",top7/838.mp3
新建,"xīnjiàn (新建, 新建)","newly build,just build",top7/839.mp3
農地,"nóngdì (農地, 农地)","farmland,kingdom,ground,earth,farming,realm,solid ground,terra firma,cropland,land,dry land",top7/840.mp3
遷,"qiān (遷, 迁)","movement,change,move",top7/841.mp3
感性,"gǎnxìng (感性, 感性)",sensitive,top7/842.mp3
黑人,"hēirén (黑人, 黑人)","black people,nigger,crow,Negroid,black person,dinge,spook,moke,jigaboo,Sambo,darky,Ethiopian,darkie,Negro,boogie,coon,black man,blackamoor,blackie,African,blacky,hoofer,unregistered resident,Black,darkey,black",top7/843.mp3
落在,"luòzài (落在, 落在)","accrue,alight,rest_on,fall,fall on,in",top7/844.mp3
靜坐,"jìngzuò (靜坐, 静坐)","sit quietly as therapy ,sit in",top7/845.mp3
總會,"zǒnghuì (總會, 总会)","headquarters of an association,central administrative body,club,clubhouse",top7/846.mp3
請假,"qǐngjià (請假, 请假)","vacate,ask for leave",top7/847.mp3
美化,"měihuà (美化, 美化)","beautify,embellish",top7/848.mp3
香,"xiāng (香, 香)",joss stick,top7/849.mp3
急速,"jísù (急速, 急速)","at high speed,apace,very fast,rapidly",top7/850.mp3
建國,"jiànguó (建國, 建国)",found or build up a state,top7/851.mp3
約定,"yuēdìng (約定, 约定)",agree upon,top7/852.mp3
生機,"shēngjī (生機, 生机)","animation,verdure,vitality,vital_force,viability,life,verve,lease of life,new lease on life",top7/853.mp3
查證,"cházhèng (查證, 查证)",check and verify,top7/854.mp3
荒謬,"huāngmiù (荒謬, 荒谬)","absurd,preposterous",top7/855.mp3
家園,"jiāyuán (家園, 家园)","home,homestead,native heath,homestall,homeland",top7/856.mp3
前景,"qiánjǐng (前景, 前景)","outlook,perspective,prospect,expectation,vista,foreground",top7/857.mp3
夜市,"yèshì (夜市, 夜市)",night market,top7/858.mp3
卓越,"zhuóyuè (卓越, 卓越)","excel,excel at,brilliant,shine,surpassing,paramount,shine at,outstanding",top7/859.mp3
呎,"chǐ (呎, 呎)",m.[standard],top7/860.mp3
制裁,"zhìcái (制裁, 制裁)","sanction,punish",top7/861.mp3
更改,"gēnggǎi (更改, 更改)","change,alter",top7/862.mp3
換上,"huànshàng (換上, 换上)",change,top7/863.mp3
烏托邦,"wūtuōbāng (烏托邦, 乌托邦)",Utopia,top7/864.mp3
罷工,"bàgōng (罷工, 罢工)",go on strike,top7/865.mp3
瓦解,"wǎjiě (瓦解, 瓦解)","disintegrate,collapse",top7/866.mp3
應變,"yìngbiàn (應變, 应变)",meet contingency,top7/867.mp3
影印,"yǐngyìn (影印, 影印)","print by photo offset,photocopy",top7/868.mp3
窮人,"qióngrén (窮人, 穷人)","pauper,poor people,prole,poor,poor man,the poor,beggar,have not",top7/869.mp3
寫出,"xiěchū (寫出, 写出)","write,draw up",top7/870.mp3
電機,"diànjī (電機, 电机)",electrical machinery,top7/871.mp3
劇烈,"jùliè (劇烈, 剧烈)","violent,fierce",top7/872.mp3
駱駝,"luòtuó (駱駝, 骆驼)",camel,top7/873.mp3
